"age","job","marital","education","balance","housing","duration","campaign",approval
"43","unemployed","divorced","secondary","4094","yes","63","1","no"
"30","blue-collar","single","secondary","239","yes","412","1","yes"
"43","management","divorced","tertiary","497","no","66","1","no"
"42","blue-collar","married","secondary","179","yes","96","1","no"
"30","admin.","single","tertiary","305","no","633","1","yes"
"33","management","single","tertiary","-67","yes","364","1","no"
"41","admin.","married","secondary","4539","no","298","3","no"
"29","blue-collar","single","secondary","770","yes","341","1","no"
"38","unemployed","married","secondary","-673","yes","364","1","no"
"29","technician","married","tertiary","858","yes","234","7","no"
"80","housemaid","married","primary","0","no","639","1","yes"
"38","management","single","tertiary","5244","no","310","4","no"
"36","blue-collar","divorced","primary","117","yes","123","4","no"
"38","self-employed","married","tertiary","846","no","253","1","no"
"44","management","married","secondary","0","yes","96","2","no"
"31","management","married","tertiary","1331","no","297","1","yes"
"31","services","single","secondary","31","yes","501","2","no"
"57","admin.","divorced","primary","179","yes","67","1","no"
"37","blue-collar","married","primary","543","yes","281","1","no"
"50","blue-collar","married","secondary","253","yes","475","2","no"
"60","retired","married","primary","71188","no","205","1","no"
"51","management","married","tertiary","5108","yes","272","1","no"
"48","blue-collar","married","secondary","1738","yes","349","1","no"
"42","blue-collar","married","primary","-97","yes","216","4","no"
"36","blue-collar","married","secondary","199","yes","183","1","no"
"43","management","married","tertiary","489","yes","130","1","no"
"31","admin.","married","primary","355","yes","61","6","no"
"49","technician","single","secondary","-97","yes","92","2","no"
"35","management","divorced","tertiary","473","no","37","2","no"
"44","entrepreneur","married","secondary","6649","yes","354","2","no"
"34","self-employed","married","tertiary","263","no","203","1","no"
"46","blue-collar","married","secondary","781","no","152","1","no"
"49","blue-collar","married","primary","1032","yes","41","5","no"
"32","blue-collar","married","secondary","119","no","20","5","no"
"35","management","divorced","tertiary","434","yes","277","1","no"
"51","admin.","married","secondary","2967","no","83","2","no"
"57","retired","divorced","secondary","-331","yes","531","1","no"
"59","management","married","tertiary","1585","no","91","5","no"
"40","services","divorced","unknown","4384","yes","315","1","no"
"49","management","single","tertiary","588","no","70","9","no"
"51","management","married","secondary","3180","yes","384","1","no"
"35","admin.","married","secondary","0","no","105","3","no"
"29","self-employed","married","secondary","-76","yes","305","2","no"
"32","services","single","secondary","152","yes","158","2","yes"
"37","housemaid","divorced","secondary","1040","yes","199","1","no"
"49","unemployed","married","primary","-384","yes","25","1","no"
"45","technician","married","unknown","473","yes","147","1","no"
"34","technician","single","secondary","475","yes","538","8","no"
"53","technician","married","secondary","0","no","77","9","no"
"42","entrepreneur","married","primary","149","no","94","2","no"
"43","technician","married","secondary","3285","yes","1721","2","yes"
"52","retired","married","secondary","424","no","143","1","no"
"34","blue-collar","single","secondary","79","no","104","1","no"
"34","technician","divorced","tertiary","674","yes","587","2","yes"
"27","services","married","secondary","0","yes","1608","13","yes"
"43","unemployed","married","tertiary","58","yes","48","4","no"
"41","technician","married","tertiary","532","yes","74","1","no"
"72","retired","married","secondary","4130","no","427","1","no"
"35","blue-collar","married","primary","422","yes","73","1","no"
"41","management","married","tertiary","437","yes","14","21","no"
"36","blue-collar","divorced","primary","-308","yes","725","1","yes"
"51","housemaid","married","primary","30","yes","333","2","no"
"37","self-employed","married","tertiary","137","no","244","6","no"
"42","admin.","single","secondary","-247","yes","519","1","yes"
"26","admin.","single","secondary","321","yes","242","7","no"
"23","services","single","secondary","250","yes","222","1","no"
"50","management","married","tertiary","-470","yes","130","2","no"
"37","blue-collar","married","secondary","140","yes","490","1","no"
"35","management","married","tertiary","2793","no","258","2","no"
"37","management","married","tertiary","410","no","337","2","no"
"79","retired","divorced","unknown","2628","no","220","7","no"
"39","technician","married","secondary","116","no","79","2","no"
"47","services","married","secondary","0","yes","250","1","no"
"44","blue-collar","married","secondary","878","yes","130","1","no"
"36","management","single","tertiary","2944","no","882","8","yes"
"33","blue-collar","single","secondary","3975","yes","515","1","no"
"42","services","married","secondary","96","yes","238","3","no"
"35","technician","single","tertiary","2288","no","32","2","no"
"31","blue-collar","married","secondary","472","yes","907","2","no"
"58","services","married","primary","65","no","162","1","no"
"46","management","married","tertiary","0","no","70","2","no"
"41","admin.","single","secondary","400","yes","99","6","no"
"58","technician","married","secondary","7495","yes","325","1","no"
"33","blue-collar","married","","137","no","305","12","no"
"31","unemployed","married","secondary","24","yes","631","1","no"
"55","technician","divorced","secondary","3450","no","169","1","yes"
"38","technician","single","secondary","311","yes","61","2","no"
"55","housemaid","married","secondary","139","no","256","2","no"
"47","management","single","tertiary","0","no","58","3","no"
"51","housemaid","married","primary","492","yes","142","3","no"
"46","management","single","tertiary","334","yes","36","6","no"
"61","management","married","tertiary","997","no","106","1","yes"
"47","management","single","tertiary","440","no","71","4","no"
"34","technician","married","secondary","47","no","132","6","no"
"34","blue-collar","married","secondary","1298","yes","120","1","no"
"41","management","divorced","tertiary","3355","no","181","2","no"
"36","blue-collar","divorced","secondary","-11","no","152","2","no"
"26","blue-collar","single","secondary","396","yes","302","1","no"
"35","management","married","tertiary","8","no","93","3","yes"
"36","blue-collar","married","secondary","1409","no","235","2","no"
"26","management","single","tertiary","170","no","129","1","yes"
"58","management","married","primary","2769","yes","94","2","no"
"50","blue-collar","married","secondary","2320","yes","310","1","no"
"61","retired","married","secondary","76","yes","195","7","no"
"","technician","single","secondary","2034","yes","196","1","no"
"49","blue-collar","single","primary","3018","yes","93","1","no"
"74","retired","married","secondary","921","no","394","2","yes"
"53","blue-collar","married","secondary","483","yes","288","3","no"
"46","self-employed","married","secondary","390","yes","208","2","no"
"47","management","married","tertiary","0","no","508","1","yes"
"42","blue-collar","single","primary","92","no","86","2","no"
"56","services","married","secondary","22196","yes","189","1","no"
"42","technician","married","secondary","2","no","249","2","no"
"49","housemaid","married","primary","249","yes","450","1","no"
"43","unemployed","single","unknown","3274","yes","680","1","no"
"39","services","married","secondary","5731","yes","175","2","no"
"66","retired","married","primary","206","no","479","1","yes"
"30","technician","single","tertiary","2325","no","270","3","no"
"38","management","single","tertiary","0","no","164","1","no"
"31","blue-collar","married","secondary","1664","yes","158","1","no"
"32","technician","married","secondary","3333","no","50","4","no"
"48","technician","married","secondary","7020","no","80","2","no"
"34","admin.","married","tertiary","37","no","45","1","no"
"28","student","single","secondary","28","no","220","2","no"
"40","admin.","single","secondary","1670","yes","161","2","no"
"36","entrepreneur","married","secondary","134","no","98","1","no"
"52","retired","married","secondary","603","no","79","1","no"
"46","admin.","married","primary","276","yes","157","2","no"
"25","technician","single","secondary","2157","yes","339","1","no"
"13","blue-collar","married","secondary","161","yes","274","2","no"
"40","blue-collar","married","primary","3658","yes","977","1","no"
"26","management","divorced","tertiary","-402","no","127","2","no"
"26","blue-collar","single","primary","3342","yes","329","4","no"
"35","self-employed","single","secondary","1732","no","1441","3","no"
"40","admin.","single","secondary","263","yes","231","1","no"
"31","management","married","tertiary","623","yes","96","2","no"
"32","admin.","married","secondary","3540","yes","213","1","no"
"33","admin.","married","secondary","95","yes","335","1","yes"
"53","services","divorced","secondary","765","yes","959","3","yes"
"46","technician","divorced","secondary","-824","yes","429","3","yes"
"28","management","single","tertiary","5549","no","383","6","no"
"31","blue-collar","married","secondary","191","yes","40","1","no"
"44","blue-collar","married","primary","420","yes","110","2","no"
"35","admin.","married","secondary","0","no","326","1","no"
"50","technician","divorced","unknown","2706","yes","179","3","no"
"32","technician","married","secondary","4","yes","132","8","no"
"51","admin.","married","secondary","423","yes","95","1","no"
"51","management","married","tertiary","-892","yes","248","2","no"
"31","blue-collar","married","unknown","-120","yes","100","3","no"
"41","admin.","divorced","secondary","-365","yes","226","10","no"
"57","technician","married","tertiary","27069","no","174","3","no"
"34","management","single","tertiary","8038","yes","29","3","no"
"47","technician","married","secondary","-938","yes","176","2","no"
"47","admin.","divorced","secondary","1139","yes","106","2","no"
"36","self-employed","married","secondary","189","yes","136","1","no"
"29","housemaid","single","tertiary","19","no","110","2","yes"
"39","technician","married","secondary","3663","no","230","3","no"
"53","blue-collar","single","unknown","0","no","140","7","no"
"47","blue-collar","married","secondary","-614","yes","118","2","no"
"51","technician","divorced","secondary","2323","yes","151","10","no"
"48","blue-collar","married","secondary","425","yes","693","2","no"
"32","technician","married","secondary","5122","no","31","1","no"
"36","management","divorced","tertiary","608","no","125","2","no"
"50","unknown","married","primary","341","yes","670","4","yes"
"39","admin.","married","secondary","607","yes","454","2","yes"
"31","blue-collar","married","secondary","1495","yes","159","3","no"
"49","admin.","married","secondary","381","no","504","2","no"
"33","unemployed","divorced","secondary","385","no","29","28","no"
"26","management","single","tertiary","1274","yes","190","1","no"
"27","blue-collar","married","secondary","362","yes","332","2","no"
"51","blue-collar","married","primary","377","yes","143","4","no"
"26","admin.","single","secondary","802","no","77","1","no"
"45","admin.","married","secondary","194","no","517","4","no"
"54","technician","married","secondary","-315","no","2029","1","yes"
"49","technician","married","tertiary","1843","yes","269","1","no"
"47","technician","married","secondary","-9","no","457","2","no"
"42","housemaid","married","primary","83","no","184","1","no"
"50","entrepreneur","married","tertiary","433","yes","47","4","no"
"37","admin.","married","secondary","-107","yes","158","2","no"
"54","blue-collar","married","primary","4503","no","168","3","no"
"40","services","married","secondary","51","yes","50","1","no"
"50","services","married","secondary","961","no","757","4","no"
"57","retired","married","secondary","49","yes","93","4","no"
"33","technician","married","secondary","3470","no","285","2","no"
"49","technician","married","secondary","-147","yes","390","1","no"
"35","services","married","secondary","0","yes","146","2","no"
"28","blue-collar","single","secondary","0","yes","386","1","no"
"58","management","married","tertiary","172","no","145","7","no"
"31","admin.","single","secondary","-407","no","230","1","no"
"36","management","divorced","tertiary","649","no","237","2","no"
"49","blue-collar","single","primary","1040","no","474","2","no"
"30","unemployed","married","secondary","142","yes","350","4","no"
"29","services","single","secondary","209","yes","487","7","no"
"50","management","married","unknown","3304","no","1009","2","no"
"26","student","single","tertiary","294","no","87","1","yes"
"27","housemaid","married","secondary","4848","yes","82","3","no"
"32","blue-collar","single","secondary","1670","yes","183","1","no"
"62","unknown","married","secondary","367","no","139","5","no"
"34","blue-collar","single","secondary","13683","yes","115","3","no"
"25","admin.","single","tertiary","1420","no","124","2","no"
"34","management","single","tertiary","340","yes","633","28","no"
"44","technician","single","secondary","1679","no","718","1","yes"
"38","management","married","tertiary","1198","yes","63","1","no"
"57","admin.","married","secondary","169","no","180","1","no"
"36","self-employed","married","tertiary","506","no","47","1","no"
"41","entrepreneur","married","secondary","1249","yes","391","1","no"
"36","management","single","tertiary","678","no","85","3","no"
"27","management","single","tertiary","212","yes","373","1","no"
"37","technician","divorced","secondary","23","no","289","2","no"
"47","management","single","tertiary","4402","no","805","1","yes"
"31","services","divorced","primary","459","yes","623","1","yes"
"39","self-employed","married","secondary","4722","yes","483","1","no"
"35","admin.","divorced","tertiary","1555","yes","26","2","no"
"40","blue-collar","married","secondary","61","yes","112","3","no"
"38","management","single","tertiary","0","yes","213","2","no"
"31","technician","married","secondary","3706","yes","129","1","no"
"36","blue-collar","married","primary","1177","no","330","1","yes"
"53","management","married","primary","2096","no","104","1","no"
"59","blue-collar","married","primary","748","no","184","1","no"
"29","management","single","tertiary","3357","no","120","3","no"
"30","admin.","single","secondary","3809","yes","159","4","no"
"52","admin.","married","secondary","395","yes","391","3","no"
"55","blue-collar","married","secondary","1011","yes","112","2","no"
"56","blue-collar","married","primary","420","yes","76","1","no"
"32","admin.","married","secondary","76","yes","189","2","no"
"24","blue-collar","married","secondary","0","no","94","1","no"
"51","blue-collar","married","primary","844","yes","184","3","no"
"36","management","married","tertiary","1318","yes","100","2","no"
"36","technician","married","tertiary","167","yes","57","1","no"
"42","management","married","tertiary","2187","yes","525","3","yes"
"49","admin.","married","secondary","14440","yes","60","1","no"
"48","management","married","secondary","2294","yes","251","11","no"
"36","management","married","secondary","80","yes","251","3","no"
"48","management","married","primary","2537","no","219","6","no"
"30","technician","married","tertiary","569","no","976","12","yes"
"27","management","single","tertiary","0","no","46","1","no"
"38","entrepreneur","married","tertiary","0","yes","185","3","no"
"36","technician","single","secondary","12","no","587","2","yes"
"45","technician","married","secondary","49","no","65","2","no"
"44","housemaid","married","tertiary","460","no","491","1","no"
"42","technician","married","secondary","613","yes","432","2","no"
"37","entrepreneur","married","tertiary","7944","no","102","1","no"
"48","blue-collar","married","secondary","1143","yes","264","1","no"
"57","retired","married","primary","-464","yes","75","1","no"
"44","services","married","secondary","1989","yes","106","2","no"
"48","technician","married","secondary","17","yes","81","1","no"
"56","retired","married","primary","-1","no","89","23","no"
"37","management","married","tertiary","1698","yes","95","2","no"
"47","blue-collar","married","secondary","5306","yes","322","1","no"
"54","housemaid","married","unknown","0","no","94","5","no"
"51","retired","divorced","secondary","1679","no","417","1","yes"
"47","admin.","married","secondary","3676","no","567","1","yes"
"25","management","married","tertiary","-242","yes","600","4","yes"
"39","services","single","secondary","471","no","5","1","no"
"40","management","married","tertiary","8902","yes","464","5","no"
"38","management","single","tertiary","1704","no","222","1","no"
"34","management","married","tertiary","3050","yes","469","1","yes"
"53","housemaid","married","primary","2581","no","99","1","no"
"32","services","married","secondary","162","yes","297","2","no"
"35","blue-collar","married","secondary","243","yes","41","3","no"
"24","student","single","secondary","1847","no","390","1","no"
"58","blue-collar","married","primary","0","yes","535","2","no"
"49","management","married","primary","3371","no","269","2","yes"
"45","services","single","secondary","1757","yes","1010","3","no"
"55","management","married","tertiary","171","yes","73","6","no"
"42","entrepreneur","married","tertiary","157","yes","650","1","no"
"28","admin.","married","secondary","934","yes","53","2","no"
"48","blue-collar","married","secondary","-19","no","270","1","no"
"51","management","single","tertiary","-55","yes","119","6","no"
"38","housemaid","married","primary","21","no","634","2","no"
"27","blue-collar","single","secondary","14","no","72","2","no"
"50","technician","single","secondary","246","yes","270","1","no"
"44","blue-collar","married","primary","887","yes","165","2","no"
"40","management","married","tertiary","51","no","164","2","no"
"29","services","single","secondary","-287","yes","196","1","no"
"34","services","married","secondary","0","yes","78","4","no"
"44","self-employed","single","tertiary","2734","yes","897","4","yes"
"50","entrepreneur","married","tertiary","52","no","22","8","no"
"34","management","married","tertiary","2594","yes","161","3","no"
"54","retired","divorced","primary","22","no","23","4","no"
"34","technician","married","tertiary","1611","yes","490","2","no"
"34","admin.","single","tertiary","18","yes","359","1","yes"
"52","blue-collar","married","primary","1331","yes","213","2","no"
"60","unknown","married","unknown","7337","no","122","1","no"
"39","management","single","secondary","835","yes","587","4","no"
"58","retired","married","primary","5092","no","199","6","no"
"41","technician","divorced","secondary","52","no","261","2","no"
"48","technician","married","secondary","10655","no","5","3","no"
"58","management","married","tertiary","1831","no","1531","1","no"
"40","self-employed","married","primary","92","yes","92","1","no"
"48","management","married","tertiary","586","yes","179","2","no"
"52","blue-collar","divorced","primary","1758","yes","41","1","no"
"50","self-employed","married","secondary","2061","yes","197","2","no"
"25","technician","single","secondary","959","no","144","5","no"
"54","retired","married","primary","208","no","255","1","no"
"34","services","married","secondary","-315","yes","56","2","no"
"48","management","married","tertiary","-13","yes","20","6","no"
"37","admin.","married","tertiary","801","no","331","7","no"
"66","retired","married","tertiary","1948","no","216","1","yes"
"32","management","single","tertiary","751","yes","64","1","no"
"45","blue-collar","married","secondary","784","yes","34","1","no"
"43","blue-collar","single","secondary","24","no","68","1","no"
"41","management","married","tertiary","72","yes","764","3","no"
"40","technician","divorced","tertiary","1871","yes","64","1","no"
"44","services","single","secondary","1378","yes","257","2","no"
"43","blue-collar","married","primary","188","yes","58","3","no"
"30","unknown","single","tertiary","6836","no","30","3","no"
"32","services","married","secondary","61","yes","529","5","no"
"57","admin.","married","secondary","-967","yes","8","7","no"
"31","blue-collar","single","tertiary","462","yes","147","1","no"
"49","unknown","married","secondary","0","no","173","2","no"
"31","admin.","single","secondary","5527","yes","132","1","no"
"41","admin.","married","tertiary","1287","no","286","1","no"
"44","management","married","tertiary","17361","no","476","1","no"
"54","entrepreneur","married","unknown","1956","no","221","5","no"
"37","blue-collar","divorced","secondary","0","yes","146","4","yes"
"34","management","married","secondary","-294","yes","532","2","no"
"43","technician","married","secondary","275","no","69","6","no"
"44","management","married","tertiary","724","yes","157","2","no"
"44","services","married","secondary","27","no","485","1","no"
"53","admin.","divorced","secondary","26","yes","56","1","no"
"36","technician","married","secondary","191","no","69","1","no"
"58","technician","divorced","secondary","-123","no","131","2","no"
"26","student","single","secondary","-147","no","95","2","no"
"34","technician","single","secondary","179","no","294","3","no"
"55","blue-collar","married","primary","1086","yes","146","1","no"
"55","blue-collar","married","secondary","471","yes","58","2","no"
"34","entrepreneur","married","tertiary","105","yes","249","2","no"
"41","entrepreneur","divorced","secondary","1588","yes","10","8","no"
"38","housemaid","divorced","secondary","70","no","255","3","yes"
"28","blue-collar","single","secondary","2700","no","337","4","no"
"41","technician","married","secondary","1602","yes","142","1","no"
"30","admin.","married","tertiary","0","yes","209","2","no"
"39","technician","married","unknown","839","no","825","2","no"
"41","admin.","married","secondary","21515","yes","87","1","no"
"36","technician","married","secondary","5902","yes","219","4","no"
"37","management","married","tertiary","547","yes","143","1","no"
"59","self-employed","married","tertiary","3800","no","70","1","no"
"26","technician","single","secondary","261","yes","371","2","no"
"43","technician","married","secondary","0","yes","539","8","no"
"42","management","married","secondary","-34","no","176","1","no"
"46","blue-collar","married","unknown","9328","yes","725","3","yes"
"31","admin.","married","secondary","5","yes","101","7","no"
"43","unemployed","married","secondary","3529","no","169","2","no"
"48","blue-collar","single","tertiary","2330","yes","15","1","no"
"41","blue-collar","married","secondary","1334","yes","234","5","no"
"32","self-employed","married","tertiary","3601","no","171","15","no"
"45","technician","married","tertiary","265","no","14","3","no"
"52","admin.","single","unknown","2227","no","242","2","yes"
"37","self-employed","married","secondary","487","no","155","15","no"
"38","blue-collar","divorced","secondary","0","yes","580","1","no"
"36","services","single","secondary","174","yes","223","2","no"
"58","retired","married","secondary","14412","no","297","1","no"
"37","management","married","tertiary","3288","no","124","2","no"
"30","technician","single","secondary","57","no","465","2","no"
"47","technician","married","secondary","2246","yes","330","1","no"
"40","technician","married","secondary","4441","yes","153","2","no"
"42","management","divorced","tertiary","0","no","131","2","no"
"71","unknown","married","tertiary","353","no","208","1","no"
"54","blue-collar","married","secondary","448","yes","98","1","no"
"53","entrepreneur","married","primary","27","yes","230","3","yes"
"33","blue-collar","divorced","secondary","474","no","400","2","no"
"30","technician","single","tertiary","1185","yes","284","1","no"
"39","services","divorced","secondary","282","yes","243","1","no"
"32","blue-collar","married","secondary","2","yes","16","9","no"
"34","technician","single","secondary","60","no","274","2","no"
"39","self-employed","single","tertiary","3972","no","122","3","no"
"75","retired","married","secondary","26452","no","219","2","no"
"33","admin.","divorced","secondary","818","yes","301","3","no"
"40","services","married","secondary","9374","yes","7","8","no"
"37","technician","married","unknown","47","no","374","3","no"
"69","retired","married","primary","279","no","26","1","no"
"52","unemployed","married","primary","20","yes","172","1","no"
"31","admin.","divorced","secondary","360","no","332","1","no"
"28","technician","single","secondary","1532","no","253","1","no"
"29","management","single","tertiary","1673","no","200","2","no"
"46","services","married","secondary","2420","no","405","2","no"
"28","blue-collar","married","secondary","100","yes","132","2","no"
"41","admin.","married","secondary","0","no","89","1","no"
"42","technician","divorced","secondary","1533","no","86","1","no"
"34","admin.","single","secondary","296","no","147","4","no"
"28","blue-collar","married","secondary","2788","yes","369","2","yes"
"43","management","single","secondary","109","yes","64","3","no"
"32","technician","married","secondary","485","no","98","14","no"
"33","technician","single","tertiary","125","no","66","2","no"
"70","retired","married","secondary","616","no","149","2","no"
"36","services","married","secondary","3064","yes","240","3","no"
"53","technician","married","secondary","206","no","87","6","no"
"30","blue-collar","single","secondary","6900","no","816","1","no"
"45","services","divorced","secondary","-179","no","155","2","no"
"31","services","single","secondary","481","yes","106","2","no"
"28","admin.","married","secondary","12","yes","73","3","no"
"45","blue-collar","married","primary","0","no","574","5","no"
"51","management","married","tertiary","176","yes","8","1","no"
"53","management","married","primary","4086","no","14","3","no"
"40","technician","married","secondary","257","yes","731","4","no"
"53","blue-collar","married","primary","53","yes","208","1","no"
"31","blue-collar","divorced","secondary","6","yes","821","1","no"
"30","management","married","tertiary","562","no","137","4","no"
"53","entrepreneur","married","secondary","-118","yes","101","3","no"
"40","blue-collar","married","primary","2805","yes","173","6","no"
"26","management","single","secondary","565","yes","582","11","no"
"47","blue-collar","married","secondary","0","yes","676","1","no"
"51","management","married","tertiary","1612","no","384","1","no"
"45","unemployed","married","primary","180","yes","62","2","no"
"35","management","married","tertiary","0","yes","295","3","no"
"36","management","single","tertiary","876","yes","241","2","no"
"57","admin.","married","secondary","2137","no","132","7","no"
"42","blue-collar","married","primary","260","yes","175","2","no"
"32","blue-collar","married","secondary","-53","yes","648","1","yes"
"30","management","married","tertiary","944","no","251","2","yes"
"36","technician","married","secondary","2394","no","184","2","no"
"43","technician","married","secondary","297","yes","119","3","no"
"69","retired","single","tertiary","2144","no","417","1","yes"
"31","technician","single","tertiary","969","no","95","1","no"
"35","technician","married","secondary","0","no","125","2","no"
"26","entrepreneur","married","tertiary","37","yes","207","1","no"
"46","technician","married","secondary","410","no","162","5","no"
"30","technician","married","secondary","1211","yes","176","1","no"
"33","management","single","tertiary","71","no","107","6","no"
"34","management","married","","436","yes","28","1","no"
"48","blue-collar","married","primary","559","yes","1231","2","no"
"31","management","married","tertiary","1170","no","200","4","no"
"46","management","divorced","tertiary","25","no","103","2","no"
"40","services","married","secondary","1325","no","150","2","no"
"39","entrepreneur","married","secondary","0","no","108","7","no"
"33","technician","single","secondary","647","yes","124","1","no"
"50","blue-collar","married","primary","2142","yes","309","2","no"
"84","retired","divorced","primary","639","no","353","3","yes"
"40","blue-collar","married","primary","177","yes","742","4","no"
"55","management","married","tertiary","236","no","200","1","no"
"40","services","divorced","secondary","1959","yes","177","1","no"
"46","admin.","married","primary","96","no","151","2","no"
"43","self-employed","single","tertiary","0","no","147","1","no"
"34","blue-collar","married","secondary","250","yes","193","6","no"
"35","technician","single","secondary","126","no","112","2","no"
"57","retired","married","unknown","1621","yes","108","1","no"
"25","student","single","secondary","8","no","107","2","yes"
"32","self-employed","married","tertiary","189","yes","106","2","no"
"52","retired","single","secondary","316","no","463","3","no"
"31","self-employed","single","tertiary","-282","yes","131","3","no"
"34","management","married","tertiary","-308","yes","140","2","no"
"42","technician","divorced","secondary","248","no","163","4","no"
"47","blue-collar","divorced","primary","126","yes","2456","2","yes"
"50","self-employed","divorced","tertiary","13","yes","76","1","yes"
"30","technician","married","secondary","-393","yes","435","1","yes"
"33","services","single","secondary","358","yes","302","1","no"
"56","technician","single","tertiary","917","no","306","1","no"
"34","admin.","divorced","secondary","1268","yes","259","3","no"
"33","technician","married","secondary","-163","yes","502","2","no"
"32","management","single","tertiary","473","yes","72","2","no"
"34","management","married","tertiary","4831","yes","265","1","no"
"37","technician","married","secondary","1063","yes","413","2","no"
"30","management","married","secondary","0","yes","756","3","no"
"29","blue-collar","married","secondary","424","yes","241","2","no"
"56","unemployed","divorced","primary","802","no","258","2","no"
"31","management","married","tertiary","430","yes","137","16","no"
"59","unknown","married","unknown","3940","no","48","2","no"
"36","housemaid","married","secondary","2880","no","283","1","no"
"51","blue-collar","divorced","secondary","1069","yes","247","2","no"
"54","self-employed","divorced","primary","4382","yes","193","4","no"
"37","management","married","tertiary","0","no","129","4","no"
"32","technician","married","tertiary","3939","no","209","2","no"
"42","self-employed","married","tertiary","753","no","31","1","no"
"29","blue-collar","married","secondary","358","no","88","5","no"
"52","blue-collar","married","primary","1141","yes","22","5","no"
"40","technician","married","secondary","1259","no","234","5","no"
"30","services","married","secondary","227","no","23","1","no"
"55","entrepreneur","divorced","secondary","538","yes","353","2","yes"
"49","management","married","tertiary","92","yes","221","2","no"
"33","technician","married","tertiary","8023","no","196","1","no"
"32","services","single","secondary","2478","no","395","1","no"
"21","student","single","secondary","6844","no","126","3","no"
"42","technician","married","secondary","440","yes","13","5","no"
"56","self-employed","married","secondary","800","no","170","1","no"
"39","unknown","single","secondary","914","no","20","1","no"
"30","entrepreneur","single","secondary","638","no","358","6","no"
"55","retired","married","secondary","159","no","159","1","no"
"43","blue-collar","married","primary","483","yes","225","3","no"
"53","unemployed","married","secondary","94","no","493","1","yes"
"57","retired","married","secondary","1044","no","585","1","yes"
"39","self-employed","single","unknown","0","no","13","11","no"
"56","technician","divorced","tertiary","401","yes","26","1","no"
"29","services","single","unknown","33","no","161","1","no"
"38","blue-collar","married","primary","506","yes","122","1","no"
"59","management","married","tertiary","1881","no","456","2","no"
"42","technician","single","unknown","344","yes","26","7","no"
"46","blue-collar","married","primary","0","yes","51","9","no"
"31","admin.","married","secondary","3","yes","37","12","no"
"35","services","divorced","secondary","221","yes","150","1","no"
"50","self-employed","married","secondary","36","no","104","10","no"
"42","blue-collar","married","primary","969","yes","721","1","no"
"36","services","single","secondary","760","no","9","13","no"
"25","admin.","single","tertiary","220","no","68","1","no"
"42","management","single","tertiary","10907","no","74","3","no"
"27","student","single","tertiary","-148","yes","146","3","no"
"32","blue-collar","married","primary","415","yes","777","4","yes"
"57","management","married","tertiary","1341","yes","339","2","no"
"48","blue-collar","married","secondary","865","yes","78","2","no"
"34","blue-collar","divorced","secondary","-566","yes","248","2","no"
"33","services","married","secondary","210","yes","201","1","no"
"26","technician","single","secondary","1275","yes","18","9","no"
"50","blue-collar","married","secondary","579","no","83","4","no"
"60","technician","single","tertiary","2934","no","233","2","no"
"47","management","married","tertiary","6637","yes","174","2","no"
"31","management","married","tertiary","271","no","89","1","no"
"52","technician","married","tertiary","0","no","145","3","no"
"36","services","married","secondary","472","yes","1017","1","no"
"43","blue-collar","married","primary","487","yes","548","2","no"
"30","technician","single","tertiary","699","yes","213","4","no"
"32","blue-collar","married","secondary","150","no","210","1","no"
"31","management","single","tertiary","1130","yes","224","3","no"
"29","management","single","secondary","584","yes","541","19","no"
"48","services","divorced","secondary","3186","no","104","1","no"
"32","services","single","secondary","133","no","171","1","yes"
"30","housemaid","single","tertiary","868","no","387","2","no"
"48","blue-collar","married","secondary","480","yes","830","1","yes"
"51","blue-collar","married","unknown","1883","yes","57","1","no"
"34","management","married","tertiary","606","no","97","1","yes"
"35","blue-collar","married","secondary","603","yes","474","2","no"
"49","management","single","primary","548","no","115","6","no"
"36","unemployed","married","secondary","-872","yes","153","1","no"
"37","blue-collar","divorced","secondary","33","yes","106","2","no"
"37","management","married","tertiary","1689","yes","645","2","no"
"49","blue-collar","married","primary","902","no","210","2","no"
"44","services","divorced","secondary","0","yes","97","1","no"
"40","student","married","secondary","260","no","52","1","no"
"57","technician","married","secondary","589","yes","223","1","no"
"39","technician","married","secondary","626","yes","126","2","no"
"38","services","married","secondary","0","no","1473","6","no"
"51","blue-collar","divorced","secondary","78","yes","723","2","no"
"27","blue-collar","single","secondary","3792","no","279","2","yes"
"38","blue-collar","single","tertiary","14058","no","293","20","no"
"30","technician","single","secondary","-522","yes","670","2","yes"
"36","student","single","unknown","386","no","359","2","no"
"37","unemployed","married","secondary","1978","no","404","1","yes"
"53","admin.","married","secondary","459","no","317","6","no"
"38","unemployed","married","tertiary","2812","yes","830","1","yes"
"48","management","married","tertiary","5057","no","37","1","no"
"26","housemaid","married","secondary","-759","yes","191","1","no"
"33","blue-collar","single","secondary","-416","yes","767","2","yes"
"47","technician","married","unknown","2106","yes","168","1","no"
"45","management","divorced","tertiary","220","yes","89","4","no"
"32","blue-collar","divorced","secondary","0","yes","746","2","no"
"69","retired","married","unknown","426","no","225","1","yes"
"65","unknown","married","unknown","4717","no","256","1","yes"
"37","blue-collar","married","secondary","395","yes","219","2","no"
"45","blue-collar","divorced","primary","0","yes","211","2","no"
"36","blue-collar","married","secondary","-206","yes","177","2","no"
"62","self-employed","divorced","tertiary","6","yes","216","1","yes"
"37","management","married","tertiary","4039","no","106","2","no"
